Image,Inferences,Infered class,Expected class,Average Inference Time (ms),Average energy spent (J),Average power (W)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,10,persian cat (93.66%) ,persian_cat,5353.73,16.17646950000102,3.0215557034521687
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,10,persian cat (91.79%),persian_cat,5371.52,16.270392500000955,3.0289657643906756
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,10,persian cat (72.13%) ,persian_cat,5352.6,16.262204500000895,3.0381878899975514
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,10,persian cat (94.52%),persian_cat,5350.59,16.290377500001036,3.0445889246067797
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,10,persian cat (51.23%) ,persian_cat,5349.88,16.301739500001005,3.047055141109273
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,10,persian cat (96.85%) ,persian_cat,5363.68,16.361104500000742,3.0503392247889964
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,10,persian cat (94.36%),persian_cat,5346.86,16.341851500000423,3.056379797261993
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,10,persian cat (98.35%),persian_cat,5356.99,16.371807000000572,3.0562027391902484
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,10,persian cat (98.51%) ,persian_cat,5347.85,16.37289400000014,3.061589825982373
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,10,persian cat (92.97%) ,persian_cat,5368.12,16.444838499999697,3.0634212883035064
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,10,persian cat (99.55%),persian_cat,5359.53,16.460905999999465,3.0713422306432654
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,10,persian cat (93.65%) ,persian_cat,5363.46,16.471307499999703,3.071030441528264
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,10,persian cat (94.32%),persian_cat,5345.96,16.42042849999944,3.0716123874099877
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,10,persian cat (95.57%) ,persian_cat,5362.03,16.472547499999532,3.072032878909295
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,10,persian cat (92.05%) ,persian_cat,5372.05,16.507934999999346,3.0728665925567293
/share/kbench/imagenet/tflite/persian_cat/n02123394_3179.bmp,10,persian cat (92.02%) ,persian_cat,5365.63,16.486441499999266,3.07262027116875
/share/kbench/imagenet/tflite/persian_cat/n02123394_10136.bmp,10,persian cat (89.14%) ,persian_cat,5366.03,16.49665799999954,3.0743219187232067
/share/kbench/imagenet/tflite/persian_cat/n02123394_9083.bmp,10,persian cat (98.56%) ,persian_cat,5353.83,16.483982999999462,3.0788834521144444
/share/kbench/imagenet/tflite/persian_cat/n02123394_619.bmp,10,persian cat (96.10%),persian_cat,5384.03,16.534632499999468,3.071046942036643
/share/kbench/imagenet/tflite/persian_cat/n02123394_5938.bmp,10,persian cat (92.88%),persian_cat,5351.44,16.456750499999423,3.0751709853068134
/share/kbench/imagenet/tflite/persian_cat/n02123394_1814.bmp,10,persian cat (96.51%),persian_cat,5365.96,16.48415499999971,3.0720370862430784
/share/kbench/imagenet/tflite/persian_cat/n02123394_1594.bmp,10,persian cat (64.13%) ,persian_cat,5352.19,16.447447999999298,3.073027045412463
/share/kbench/imagenet/tflite/persian_cat/n02123394_6265.bmp,10,persian cat (95.23%),persian_cat,5341.63,16.4366709999996,3.07710629773843
/share/kbench/imagenet/tflite/persian_cat/n02123394_2227.bmp,10,persian cat (92.93%) ,persian_cat,5344.52,16.43895299999961,3.0758060472251643
/share/kbench/imagenet/tflite/persian_cat/n02123394_7008.bmp,10,persian cat (95.42%) ,persian_cat,5351.01,16.46767949999925,3.077389020808525
/share/kbench/imagenet/tflite/persian_cat/n02123394_1286.bmp,10,persian cat (99.07%) ,persian_cat,5346.88,16.461900499999384,3.0788768576002696
/share/kbench/imagenet/tflite/persian_cat/n02123394_5921.bmp,10,persian cat (95.19%),persian_cat,5351.69,16.45016349999962,3.073820187977581
/share/kbench/imagenet/tflite/persian_cat/n02123394_3889.bmp,10,persian cat (91.28%) ,persian_cat,5345.22,16.45002799999925,3.0775327396541288
/share/kbench/imagenet/tflite/persian_cat/n02123394_3225.bmp,10,cellular telephone (27.60%) ,persian_cat,5357.64,16.49779249999923,3.079325164252507
/share/kbench/imagenet/tflite/persian_cat/n02123394_2788.bmp,10,persian cat (97.16%),persian_cat,5344.84,16.460324999999248,3.0796896048494324
/share/kbench/imagenet/tflite/persian_cat/n02123394_8212.bmp,10,persian cat (35.61%) ,persian_cat,5343.18,16.472144999999276,3.0827953970468287
/share/kbench/imagenet/tflite/persian_cat/n02123394_2457.bmp,10,persian cat (97.52%),persian_cat,5369.96,16.51390999999939,3.075223285087524
/share/kbench/imagenet/tflite/persian_cat/n02123394_4385.bmp,10,persian cat (85.27%) ,persian_cat,5369.26,16.504574499999304,3.0738958352533636
/share/kbench/imagenet/tflite/persian_cat/n02123394_2969.bmp,10,persian cat (99.04%),persian_cat,5358.66,16.524960999999333,3.0837704577094986
