Image,Inferences,Infered class,Expected class,Average Inference Time (ms),Average energy spent (J),Average power (W)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,10,persian cat (84.33%) ,persian_cat,563.97,1.6175019999999996,2.8683233173675324
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,10,persian cat (100.00%),persian_cat,573.194,1.6344819999999955,2.8515038381018765
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,10,persian cat (97.15%) ,persian_cat,572.472,1.6726790000000018,2.9215145667152065
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,10,persian cat (97.59%) ,persian_cat,573.712,1.6354669999999953,2.8509492266477783
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,10,persian cat (67.78%) ,persian_cat,563.575,1.618820499999996,2.87279591836734
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,10,persian cat (90.04%) ,persian_cat,564.534,1.6259064999999933,2.8797493800920884
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,10,persian cat (99.93%),persian_cat,568.291,1.6298265000000025,2.8678981171916287
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,10,persian cat (99.71%) ,persian_cat,570.217,1.634568499999999,2.8666581901087316
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,10,persian cat (98.95%) ,persian_cat,562.946,1.6272764999999965,2.8900089878588617
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,10,persian cat (99.91%),persian_cat,566.69,1.6333750000000002,2.8824263050076806
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,10,persian cat (99.71%),persian_cat,565.246,1.6271994999999984,2.878441758449529
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,10,persian cat (99.99%),persian_cat,572.01,1.6441794999999921,2.8747663142246975
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,10,persian cat (99.37%) ,persian_cat,562.229,1.6252314999999977,2.890367647464275
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,10,persian cat (99.54%),persian_cat,577.761,1.655640499999994,2.865109089136164
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,10,persian cat (96.84%) ,persian_cat,570.712,1.644824499999994,2.88190749631184
/share/kbench/imagenet/tflite/persian_cat/n02123394_3179.bmp,10,persian cat (99.99%),persian_cat,563.797,1.62640799999999,2.8847250798155195
/share/kbench/imagenet/tflite/persian_cat/n02123394_10136.bmp,10,persian cat (99.57%) ,persian_cat,589.448,1.6786989999999982,2.8476658184902433
/share/kbench/imagenet/tflite/persian_cat/n02123394_9083.bmp,10,persian cat (88.76%) ,persian_cat,563.636,1.6279139999999988,2.888201045332673
/share/kbench/imagenet/tflite/persian_cat/n02123394_619.bmp,10,persian cat (99.82%),persian_cat,567.655,1.6366014999999936,2.8831040937936026
/share/kbench/imagenet/tflite/persian_cat/n02123394_5938.bmp,10,persian cat (99.96%),persian_cat,564.485,1.6328314999999942,2.8930395109851066
/share/kbench/imagenet/tflite/persian_cat/n02123394_1814.bmp,10,persian cat (99.98%),persian_cat,568.055,1.63816499999999,2.883295316516996
/share/kbench/imagenet/tflite/persian_cat/n02123394_1594.bmp,10,persian cat (99.04%) ,persian_cat,574.388,1.6515409999999933,2.8753740423725223
/share/kbench/imagenet/tflite/persian_cat/n02123394_6265.bmp,10,persian cat (81.29%) ,persian_cat,569.86,1.6413044999999982,2.8806980332506575
/share/kbench/imagenet/tflite/persian_cat/n02123394_2227.bmp,10,persian cat (99.38%) ,persian_cat,568.361,1.640979499999998,2.886591275341756
/share/kbench/imagenet/tflite/persian_cat/n02123394_7008.bmp,10,persian cat (69.93%) ,persian_cat,566.634,1.6390479999999943,2.8929953729590694
/share/kbench/imagenet/tflite/persian_cat/n02123394_1286.bmp,10,persian cat (96.92%) ,persian_cat,573.685,1.6500799999999967,2.8760752599518855
/share/kbench/imagenet/tflite/persian_cat/n02123394_5921.bmp,10,persian cat (99.79%) ,persian_cat,565.816,1.6375399999999938,2.8940280718007836
/share/kbench/imagenet/tflite/persian_cat/n02123394_3889.bmp,10,persian cat (99.81%),persian_cat,570.035,1.642499499999995,2.8820412271571785
/share/kbench/imagenet/tflite/persian_cat/n02123394_3225.bmp,10,persian cat (46.09%) ,persian_cat,564.297,1.6343264999999991,2.8959331160799904
/share/kbench/imagenet/tflite/persian_cat/n02123394_2788.bmp,10,persian cat (99.87%),persian_cat,571.447,1.6451349999999905,2.8791040043696934
/share/kbench/imagenet/tflite/persian_cat/n02123394_8212.bmp,10,persian cat (99.62%) ,persian_cat,565.804,1.6362824999999923,2.892141866310298
/share/kbench/imagenet/tflite/persian_cat/n02123394_2457.bmp,10,persian cat (99.71%) ,persian_cat,563.095,1.6307849999999984,2.895779213643034
/share/kbench/imagenet/tflite/persian_cat/n02123394_4385.bmp,10,persian cat (99.99%),persian_cat,569.747,1.6443224999999948,2.8866328844312124
/share/kbench/imagenet/tflite/persian_cat/n02123394_2969.bmp,10,persian cat (100.00%),persian_cat,555.447,1.6173455,2.911530326027457
/share/kbench/imagenet/tflite/persian_cat/n02123394_4713.bmp,10,persian cat (99.97%),persian_cat,551.829,1.6111689999999972,2.9203642124643756
/share/kbench/imagenet/tflite/persian_cat/n02123394_1914.bmp,10,persian cat (99.65%) ,persian_cat,567.736,1.6450939999999943,2.8978227937290724
/share/kbench/imagenet/tflite/persian_cat/n02123394_2545.bmp,10,persian cat (99.78%),persian_cat,557.465,1.6249029999999955,2.9141647932465724
/share/kbench/imagenet/tflite/persian_cat/n02123394_2721.bmp,10,persian cat (85.05%) ,persian_cat,560.563,1.6265809999999956,2.9022218733493133
/share/kbench/imagenet/tflite/persian_cat/n02123394_240.bmp,10,persian cat (99.40%) ,persian_cat,566.147,1.638886999999999,2.894710512612156
/share/kbench/imagenet/tflite/persian_cat/n02123394_8172.bmp,10,persian cat (99.82%),persian_cat,566.004,1.6371199999999935,2.8925848919152624
/share/kbench/imagenet/tflite/persian_cat/n02123394_2555.bmp,10,persian cat (85.46%) ,persian_cat,564.065,1.6350089999999937,2.898763029668888
/share/kbench/imagenet/tflite/persian_cat/n02123394_4712.bmp,10,persian cat (99.94%),persian_cat,566.271,1.6364134999999973,2.889486401447629
/share/kbench/imagenet/tflite/persian_cat/n02123394_3014.bmp,10,persian cat (45.35%) ,persian_cat,563.504,1.6360315000000019,2.903624900324705
/share/kbench/imagenet/tflite/persian_cat/n02123394_3808.bmp,10,persian cat (75.10%) ,persian_cat,561.521,1.6308274999999965,2.9044867980233393
/share/kbench/imagenet/tflite/persian_cat/n02123394_1307.bmp,10,persian cat (80.04%) ,persian_cat,565.42,1.6370274999999956,2.8952416153247453
/share/kbench/imagenet/tflite/persian_cat/n02123394_6551.bmp,10,persian cat (99.76%) ,persian_cat,568.838,1.6481539999999915,2.8973931311301335
/share/kbench/imagenet/tflite/persian_cat/n02123394_2131.bmp,10,persian cat (99.94%),persian_cat,570.725,1.6510374999999926,2.8930908401443927
/share/kbench/imagenet/tflite/persian_cat/n02123394_2562.bmp,10,persian cat (93.59%) ,persian_cat,568.071,1.6469139999999975,2.898986093997531
/share/kbench/imagenet/tflite/persian_cat/n02123394_2507.bmp,10,persian cat (95.98%) ,persian_cat,568.68,1.6462634999999999,2.894783717249868
/share/kbench/imagenet/tflite/persian_cat/n02123394_5407.bmp,10,persian cat (99.69%) ,persian_cat,564.551,1.6360505000000007,2.897716082182077
/share/kbench/imagenet/tflite/persian_cat/n02123394_5638.bmp,10,persian cat (98.92%) ,persian_cat,571.096,1.6467969999999936,2.8833357315248485
/share/kbench/imagenet/tflite/persian_cat/n02123394_8696.bmp,10,persian cat (100.00%),persian_cat,564.185,1.6364445000000043,2.9003716646085826
/share/kbench/imagenet/tflite/persian_cat/n02123394_2554.bmp,10,persian cat (98.79%) ,persian_cat,570.166,1.6486704999999975,2.8916352549798896
/share/kbench/imagenet/tflite/persian_cat/n02123394_2080.bmp,10,persian cat (99.99%),persian_cat,571.948,1.6511189999999967,2.8870612525932007
/share/kbench/imagenet/tflite/persian_cat/n02123394_234.bmp,10,persian cat (99.73%) ,persian_cat,573.766,1.6564909999999995,2.8867639837707806
/share/kbench/imagenet/tflite/persian_cat/n02123394_10355.bmp,10,persian cat (99.97%),persian_cat,573.797,1.6566920000000007,2.887318065691343
/share/kbench/imagenet/tflite/persian_cat/n02123394_4085.bmp,10,persian cat (99.99%),persian_cat,563.787,1.6357574999999998,2.9011809514572016
/share/kbench/imagenet/tflite/persian_cat/n02123394_1024.bmp,10,persian cat (100.00%),persian_cat,570.098,1.647872499999996,2.8906453334246898
/share/kbench/imagenet/tflite/persian_cat/n02123394_2504.bmp,10,persian cat (99.16%) ,persian_cat,570.266,1.6498165000000014,2.8927635471253073
/share/kbench/imagenet/tflite/persian_cat/n02123394_169.bmp,10,persian cat (99.93%),persian_cat,554.054,1.616674499999998,2.9175899756737445
/share/kbench/imagenet/tflite/persian_cat/n02123394_3307.bmp,10,persian cat (82.30%) ,persian_cat,564.197,1.6378605000000004,2.903162344017824
/share/kbench/imagenet/tflite/persian_cat/n02123394_4650.bmp,10,persian cat (99.63%) ,persian_cat,554.048,1.616852999999994,2.9185441331406343
/share/kbench/imagenet/tflite/persian_cat/n02123394_6875.bmp,10,persian cat (90.24%) ,persian_cat,573.052,1.6510500000000015,2.880910835805272
/share/kbench/imagenet/tflite/persian_cat/n02123394_9020.bmp,10,persian cat (99.87%),persian_cat,572.241,1.6474789999999946,2.87912430525567
/share/kbench/imagenet/tflite/persian_cat/n02123394_3756.bmp,10,persian cat (99.96%),persian_cat,564.905,1.6372134999999992,2.898259018450936
/share/kbench/imagenet/tflite/persian_cat/n02123394_5914.bmp,10,persian cat (50.07%) ,persian_cat,584.927,1.6736004999999974,2.861395076412056
/share/kbench/imagenet/tflite/persian_cat/n02123394_1333.bmp,10,persian cat (98.51%) ,persian_cat,567.825,1.6440859999999975,2.8952658981041792
/share/kbench/imagenet/tflite/persian_cat/n02123394_6376.bmp,10,persian cat (99.50%) ,persian_cat,571.737,1.6522184999999976,2.889867082085232
/share/kbench/imagenet/tflite/persian_cat/n02123394_702.bmp,10,persian cat (99.89%),persian_cat,569.773,1.6475549999999963,2.8913386514988813
/share/kbench/imagenet/tflite/persian_cat/n02123394_7113.bmp,10,persian cat (99.53%) ,persian_cat,564.991,1.6378295000000012,2.8993115183346787
/share/kbench/imagenet/tflite/persian_cat/n02123394_8852.bmp,10,persian cat (100.00%),persian_cat,576.499,1.6631019999999925,2.8848176090411854
/share/kbench/imagenet/tflite/persian_cat/n02123394_2431.bmp,10,persian cat (98.75%) ,persian_cat,563.365,1.6337744999999901,2.900836773158767
/share/kbench/imagenet/tflite/persian_cat/n02123394_7813.bmp,10,persian cat (100.00%),persian_cat,563.165,1.6372604999999942,2.906991284252579
/share/kbench/imagenet/tflite/persian_cat/n02123394_659.bmp,10,persian cat (80.97%) ,persian_cat,574.209,1.6578425000000006,2.8872731571027628
/share/kbench/imagenet/tflite/persian_cat/n02123394_580.bmp,10,persian cat (99.99%),persian_cat,566.816,1.6444979999999976,2.9013726182074766
/share/kbench/imagenet/tflite/persian_cat/n02123394_2540.bmp,10,persian cat (99.97%),persian_cat,568.234,1.6452739999999988,2.8955895811334016
/share/kbench/imagenet/tflite/persian_cat/n02123394_1142.bmp,10,persian cat (100.00%),persian_cat,565.999,1.6426744999999994,2.9022517667844507
/share/kbench/imagenet/tflite/persian_cat/n02123394_4889.bmp,10,persian cat (70.39%) ,persian_cat,567.054,1.646923500000001,2.9043683658431974
/share/kbench/imagenet/tflite/persian_cat/n02123394_6844.bmp,10,persian cat (100.00%),persian_cat,563.25,1.6363604999999914,2.905142585784928
/share/kbench/imagenet/tflite/persian_cat/n02123394_2249.bmp,10,persian cat (99.58%) ,persian_cat,560.449,1.6342280000000038,2.9158675325030665
/share/kbench/imagenet/tflite/persian_cat/n02123394_6700.bmp,10,angora (58.57%) ,persian_cat,562.22,1.6342734999999984,2.9068648793617813
/share/kbench/imagenet/tflite/zebra/n02391049_5637.bmp,10,zebra (99.99%),zebra,572.261,1.654199499999994,2.8907564039399096
/share/kbench/imagenet/tflite/zebra/n02391049_3031.bmp,10,zebra (99.65%) ,zebra,572.002,1.6532009999999957,2.889905885206798
/share/kbench/imagenet/tflite/zebra/n02391049_1817.bmp,10,zebra (99.95%),zebra,572.264,1.6511944999999997,2.885610965307949
/share/kbench/imagenet/tflite/zebra/n02391049_935.bmp,10,zebra (100.00%),zebra,570.139,1.6439869999999988,2.8829505567422196
/share/kbench/imagenet/tflite/zebra/n02391049_4692.bmp,10,zebra (100.00%),zebra,575.628,1.6549775000000004,2.874600660139903
/share/kbench/imagenet/tflite/zebra/n02391049_2784.bmp,10,zebra (99.99%),zebra,565.027,1.6370114999999998,2.8976711255192797
/share/kbench/imagenet/tflite/zebra/n02391049_1135.bmp,10,park bench (17.34%) ,zebra,569.79,1.643477499999993,2.884710440875324
/share/kbench/imagenet/tflite/zebra/n02391049_7487.bmp,10,zebra (100.00%),zebra,573.078,1.6509329999999998,2.880356856087442
/share/kbench/imagenet/tflite/zebra/n02391049_9964.bmp,10,zebra (100.00%),zebra,563.643,1.6336494999999993,2.898983186194045
/share/kbench/imagenet/tflite/zebra/n02391049_5551.bmp,10,zebra (99.99%),zebra,569.239,1.6437150000000007,2.887763527758258
/share/kbench/imagenet/tflite/zebra/n02391049_3261.bmp,10,zebra (99.84%),zebra,565.135,1.6357265000000016,2.8939110723697676
/share/kbench/imagenet/tflite/zebra/n02391049_5093.bmp,10,zebra (38.42%) ,zebra,563.215,1.633966000000005,2.9013493437643523
/share/kbench/imagenet/tflite/zebra/n02391049_2465.bmp,10,zebra (99.99%),zebra,565.929,1.6387329999999978,2.8952879858657203
/share/kbench/imagenet/tflite/zebra/n02391049_77.bmp,10,zebra (99.82%) ,zebra,560.248,1.6287069999999926,2.9067090503213975
/share/kbench/imagenet/tflite/zebra/n02391049_2597.bmp,10,zebra (100.00%),zebra,558.952,1.6273574999999965,2.911830087832499
/share/kbench/imagenet/tflite/zebra/n02391049_2157.bmp,10,zebra (100.00%),zebra,566.593,1.639664000000001,2.893396391198646
/share/kbench/imagenet/tflite/zebra/n02391049_5307.bmp,10,zebra (99.97%),zebra,560.577,1.6282689999999918,2.904825728918799
/share/kbench/imagenet/tflite/zebra/n02391049_1038.bmp,10,zebra (99.22%) ,zebra,577.93,1.6635189999999924,2.8779510268320054
/share/kbench/imagenet/tflite/zebra/n02391049_788.bmp,10,zebra (99.91%),zebra,569.042,1.6487319999999994,2.897437895339312
/share/kbench/imagenet/tflite/zebra/n02391049_3128.bmp,10,zebra (100.00%),zebra,575.627,1.6605024999999967,2.88464326651319
/share/kbench/imagenet/tflite/zebra/n02391049_795.bmp,10,zebra (99.93%),zebra,569.828,1.649052499999998,2.8935822074048043
/share/kbench/imagenet/tflite/zebra/n02391049_8696.bmp,10,zebra (100.00%),zebra,567.716,1.6464329999999954,2.899965305115404
/share/kbench/imagenet/tflite/zebra/n02391049_1721.bmp,10,zebra (99.96%),zebra,566.884,1.6429894999999959,2.898095518464697
/share/kbench/imagenet/tflite/zebra/n02391049_886.bmp,10,zebra (100.00%),zebra,570.323,1.6492894999999996,2.892291299706608
/share/kbench/imagenet/tflite/zebra/n02391049_3397.bmp,10,zebra (99.95%),zebra,558.524,1.631666500000002,2.9212097057174446
/share/kbench/imagenet/tflite/zebra/n02391049_6436.bmp,10,zebra (100.00%),zebra,562.853,1.637295500000001,2.909053385489303
/share/kbench/imagenet/tflite/zebra/n02391049_5344.bmp,10,zebra (95.88%) ,zebra,566.818,1.6451714999999976,2.90208373189514
/share/kbench/imagenet/tflite/zebra/n02391049_9900.bmp,10,zebra (99.95%),zebra,567.349,1.6453639999999985,2.900685634820392
/share/kbench/imagenet/tflite/zebra/n02391049_3220.bmp,10,zebra (99.91%),zebra,574.411,1.6572454999999966,2.885258625541059
/share/kbench/imagenet/tflite/zebra/n02391049_8878.bmp,10,zebra (99.33%) ,zebra,572.76,1.6568640000000001,2.8928946095216843
/share/kbench/imagenet/tflite/zebra/n02391049_685.bmp,10,zebra (99.97%),zebra,567.028,1.6435929999999925,2.8989596706493286
/share/kbench/imagenet/tflite/zebra/n02391049_295.bmp,10,zebra (99.99%),zebra,563.571,1.6356315,2.9021140880056775
/share/kbench/imagenet/tflite/zebra/n02391049_465.bmp,10,zebra (99.99%),zebra,571.374,1.6490710000000015,2.885776143474617
/share/kbench/imagenet/tflite/zebra/n02391049_879.bmp,10,zebra (97.60%) ,zebra,570.687,1.6513079999999936,2.894068490731107
/share/kbench/imagenet/tflite/zebra/n02391049_2982.bmp,10,zebra (99.97%),zebra,565.785,1.6464145000000017,2.9095632316040327
/share/kbench/imagenet/tflite/zebra/n02391049_2559.bmp,10,zebra (99.74%) ,zebra,568.821,1.6491620000000033,2.899868726969979
/share/kbench/imagenet/tflite/zebra/n02391049_985.bmp,10,zebra (99.99%),zebra,564.558,1.6439519999999965,2.9117109458023323
/share/kbench/imagenet/tflite/zebra/n02391049_752.bmp,10,zebra (99.80%),zebra,567.526,1.6452594999999994,2.899135682819382
/share/kbench/imagenet/tflite/zebra/n02391049_6918.bmp,10,zebra (99.99%),zebra,562.92,1.6397665,2.9129669715621476
/share/kbench/imagenet/tflite/zebra/n02391049_3028.bmp,10,zebra (91.27%) ,zebra,565.342,1.643227000000002,2.906389001364318
/share/kbench/imagenet/tflite/zebra/n02391049_4890.bmp,10,zebra (99.96%),zebra,570.005,1.6530974999999952,2.900631109383474
/share/kbench/imagenet/tflite/zebra/n02391049_10590.bmp,10,zebra (99.96%),zebra,581.516,1.676572999999994,2.882746880566434
/share/kbench/imagenet/tflite/zebra/n02391049_8266.bmp,10,zebra (99.79%),zebra,558.702,1.6307165000000012,2.919076241195736
/share/kbench/imagenet/tflite/zebra/n02391049_2637.bmp,10,zebra (100.00%),zebra,566.393,1.6458435000000038,2.906183967206314
/share/kbench/imagenet/tflite/zebra/n02391049_627.bmp,10,zebra (97.18%) ,zebra,568.181,1.6483035000000001,2.901269505715755
/share/kbench/imagenet/tflite/zebra/n02391049_3026.bmp,10,zebra (94.05%) ,zebra,574.805,1.659921499999998,2.888212355769672
/share/kbench/imagenet/tflite/zebra/n02391049_743.bmp,10,zebra (100.00%),zebra,555.53,1.6237244999999922,2.923018495758895
/share/kbench/imagenet/tflite/zebra/n02391049_4898.bmp,10,zebra (100.00%),zebra,567.92,1.6462205000000059,2.898632729115429
/share/kbench/imagenet/tflite/zebra/n02391049_1479.bmp,10,zebra (99.98%),zebra,572.049,1.6538844999999909,2.8915834504525812
/share/kbench/imagenet/tflite/zebra/n02391049_1434.bmp,10,zebra (99.50%) ,zebra,572.275,1.653930499999992,2.889971168967311
/share/kbench/imagenet/tflite/zebra/n02391049_7645.bmp,10,zebra (99.00%) ,zebra,565.326,1.6446824999999936,2.9093976649566486
/share/kbench/imagenet/tflite/zebra/n02391049_865.bmp,10,zebra (99.90%),zebra,563.532,1.6423024999999964,2.9144676131322034
/share/kbench/imagenet/tflite/zebra/n02391049_6962.bmp,10,zebra (97.86%) ,zebra,561.643,1.636427,2.9134040924716937
/share/kbench/imagenet/tflite/zebra/n02391049_7919.bmp,10,zebra (90.92%) ,zebra,574.15,1.6525114999999908,2.8784083133329332
/share/kbench/imagenet/tflite/zebra/n02391049_3115.bmp,10,zebra (100.00%),zebra,569.983,1.6474344999999992,2.8900199610731865
/share/kbench/imagenet/tflite/zebra/n02391049_4584.bmp,10,zebra (96.99%) ,zebra,568.064,1.648044999999999,2.901139269197784
/share/kbench/imagenet/tflite/zebra/n02391049_7409.bmp,10,zebra (99.91%),zebra,557.715,1.6297049999999977,2.9222951450504753
/share/kbench/imagenet/tflite/zebra/n02391049_6524.bmp,10,zebra (99.81%) ,zebra,565.949,1.643338500000003,2.9036896877760636
/share/kbench/imagenet/tflite/zebra/n02391049_8340.bmp,10,zebra (97.92%) ,zebra,567.085,1.6449639999999974,2.9010334210504287
/share/kbench/imagenet/tflite/zebra/n02391049_3917.bmp,10,zebra (99.92%),zebra,572.656,1.658256999999993,2.8958116685310498
/share/kbench/imagenet/tflite/zebra/n02391049_5638.bmp,10,zebra (99.97%),zebra,566.042,1.6428744999999956,2.9026153902825915
/share/kbench/imagenet/tflite/zebra/n02391049_3092.bmp,10,zebra (100.00%),zebra,569.312,1.650791999999992,2.8996873353240686
/share/kbench/imagenet/tflite/zebra/n02391049_776.bmp,10,zebra (96.42%) ,zebra,583.282,1.6749344999999984,2.871134877094607
