Image,Inferences,Infered class,Expected class,Average Inference Time (ms),Average energy spent (J),Average power (W)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,1,persian cat (93.66%) ,persian_cat,5377.72,16.696724999999905,3.104634622536241
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,1,persian cat (91.79%),persian_cat,5353.5,16.080779999999873,3.003507657825901
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,1,persian cat (72.13%) ,persian_cat,5315.46,16.057269999999942,3.021123236124166
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,1,persian cat (94.52%),persian_cat,5310.71,16.076149999999927,3.0269534927508808
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,1,persian cat (51.23%) ,persian_cat,5335.62,16.1273099999999,3.022332756798672
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,1,persian cat (96.85%) ,persian_cat,5398.42,16.25894999999994,3.012100894702152
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,1,persian cat (94.36%),persian_cat,5358.42,16.182064999999984,3.0196284478350512
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,1,persian cat (98.35%),persian_cat,5332.64,16.14491499999997,3.027883070667845
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,1,persian cat (98.51%) ,persian_cat,5356.27,16.191154999999984,3.0224295314541694
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,1,persian cat (92.97%) ,persian_cat,5347.37,16.12983499999995,3.0161779778545643
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,1,persian cat (99.55%),persian_cat,5350.87,16.193334999999937,3.0262502399906444
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,1,persian cat (93.65%) ,persian_cat,5432.12,16.346674999999895,3.009733440100757
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,1,persian cat (94.32%),persian_cat,5410.81,16.309110000000004,3.0140657919053786
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,1,persian cat (95.57%) ,persian_cat,5387.58,16.25791999999996,3.016936326673249
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,1,persian cat (92.05%) ,persian_cat,5370.36,16.233389999999957,3.0228707321568304
/share/kbench/imagenet/tflite/persian_cat/n02123394_3179.bmp,1,persian cat (92.02%) ,persian_cat,5335.5,16.169394999999987,3.0302464392803574
/share/kbench/imagenet/tflite/persian_cat/n02123394_10136.bmp,1,persian cat (89.14%) ,persian_cat,5350.37,16.235729999999926,3.0347158878504534
/share/kbench/imagenet/tflite/persian_cat/n02123394_9083.bmp,1,persian cat (98.56%) ,persian_cat,5345.09,16.182884999999974,3.027204011604603
