Image,Inferences,Infered class,Expected class,Average Inference Time (ms),Average energy spent (J),Average power (W)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,1,persian cat (56.47%) ,persian_cat,330.157,0.9370199999999999,2.8366193531412063
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,1,persian cat (100.00%),persian_cat,330.995,0.9495249999999995,2.86748598606975
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,1,persian cat (51.37%) ,persian_cat,330.064,0.9395799999999992,2.8500607481584095
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,1,persian cat (100.00%),persian_cat,329.901,0.9391949999999989,2.8488950240237894
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,1,persian cat (85.49%) ,persian_cat,330.403,0.9394899999999997,2.846042425667809
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,1,persian cat (88.63%) ,persian_cat,330.422,0.9405799999999994,2.8473943557875927
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,1,persian cat (100.00%),persian_cat,330.032,0.9404599999999994,2.8470310827829626
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,1,persian cat (98.82%) ,persian_cat,330.407,0.9423449999999991,2.8555909090909064
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,1,persian cat (98.82%) ,persian_cat,323.881,0.9270549999999993,2.8612808641975285
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,1,persian cat (100.00%),persian_cat,323.911,0.9287149999999997,2.858218009549892
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,1,persian cat (92.16%) ,persian_cat,323.832,0.9274499999999993,2.865365140593024
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,1,persian cat (100.00%),persian_cat,324.264,0.9302649999999997,2.865218634316612
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,1,persian cat (81.57%) ,persian_cat,330.132,0.9412599999999993,2.852043500421287
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,1,persian cat (99.61%),persian_cat,330.143,0.9405400000000002,2.8472732647860513
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,1,persian cat (87.06%) ,persian_cat,329.989,0.9442150000000001,2.8583985005528327
/share/kbench/imagenet/tflite/persian_cat/n02123394_3179.bmp,1,persian cat (100.00%),persian_cat,330.025,0.9415699999999996,2.8616536977250977
/share/kbench/imagenet/tflite/persian_cat/n02123394_10136.bmp,1,persian cat (97.25%) ,persian_cat,330.012,0.9420299999999994,2.8546363636363616
/share/kbench/imagenet/tflite/persian_cat/n02123394_9083.bmp,1,persian cat (72.55%) ,persian_cat,324.033,0.926794999999999,2.8604783950617256
/share/kbench/imagenet/tflite/persian_cat/n02123394_619.bmp,1,persian cat (100.00%),persian_cat,323.896,0.9257699999999994,2.857314814814813
/share/kbench/imagenet/tflite/persian_cat/n02123394_5938.bmp,1,persian cat (100.00%),persian_cat,323.76,0.9296249999999994,2.869212962962961
/share/kbench/imagenet/tflite/persian_cat/n02123394_1814.bmp,1,persian cat (100.00%),persian_cat,329.538,0.9466399999999996,2.8686060606060595
/share/kbench/imagenet/tflite/persian_cat/n02123394_1594.bmp,1,persian cat (89.80%) ,persian_cat,329.341,0.9429799999999994,2.8575151515151496
/share/kbench/imagenet/tflite/persian_cat/n02123394_6265.bmp,1,persian cat (55.29%) ,persian_cat,328.559,0.9379150000000007,2.8594969512195143
/share/kbench/imagenet/tflite/persian_cat/n02123394_2227.bmp,1,persian cat (99.61%),persian_cat,329.683,0.9437799999999996,2.859939393939393
/share/kbench/imagenet/tflite/persian_cat/n02123394_7008.bmp,1,persian cat (48.63%) ,persian_cat,329.721,0.943405,2.8588030303030307
