Image,Inferences,Infered class,Expected class,Average Inference Time (ms),Average energy spent (J),Average power (W)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,10,persian cat (84.33%) ,persian_cat,560.859,1.5723314999999973,2.803885004780767
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,10,persian cat (100.00%),persian_cat,565.692,1.5819969999999899,2.79622247710973
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,10,persian cat (97.15%) ,persian_cat,570.026,1.6201514999999944,2.842205004127867
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,10,persian cat (97.59%) ,persian_cat,570.528,1.5946599999999964,2.795197195442588
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,10,persian cat (67.78%) ,persian_cat,575.018,1.6061074999999974,2.793191535036362
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,10,persian cat (90.04%) ,persian_cat,574.742,1.606937999999992,2.796150145969074
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,10,persian cat (99.93%),persian_cat,567.257,1.5919965000000036,2.805987684721757
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,10,persian cat (99.71%) ,persian_cat,576.613,1.6112939999999978,2.7946086893337903
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,10,persian cat (98.95%) ,persian_cat,556.448,1.5727549999999988,2.826811813098808
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,10,persian cat (99.91%),persian_cat,562.554,1.5886479999999987,2.823495105736645
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,10,persian cat (99.71%),persian_cat,565.038,1.5918509999999995,2.8176098673836742
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,10,persian cat (99.99%),persian_cat,579.187,1.6161234999999963,2.7903995014441243
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,10,persian cat (99.37%) ,persian_cat,576.461,1.6111459999999957,2.79470251517779
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,10,persian cat (99.54%),persian_cat,569.62,1.599901999999997,2.808816713483141
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,10,persian cat (96.84%) ,persian_cat,563.564,1.591166999999991,2.823220369056052
