Image,Inferences,Infered class,Expected class,Average Inference Time (ms)
/share/kbench/imagenet/tflite/persian_cat/n02123394_3329.bmp,1,persian cat (84.33%) ,persian_cat,301.864
/share/kbench/imagenet/tflite/persian_cat/n02123394_3152.bmp,1,persian cat (100.00%),persian_cat,300.507
/share/kbench/imagenet/tflite/persian_cat/n02123394_6048.bmp,1,persian cat (97.15%) ,persian_cat,315.492
/share/kbench/imagenet/tflite/persian_cat/n02123394_1292.bmp,1,persian cat (97.59%) ,persian_cat,317.169
/share/kbench/imagenet/tflite/persian_cat/n02123394_5905.bmp,1,persian cat (67.78%) ,persian_cat,296.484
/share/kbench/imagenet/tflite/persian_cat/n02123394_6099.bmp,1,persian cat (90.04%) ,persian_cat,294.11
/share/kbench/imagenet/tflite/persian_cat/n02123394_1826.bmp,1,persian cat (99.93%),persian_cat,313.411
/share/kbench/imagenet/tflite/persian_cat/n02123394_3786.bmp,1,persian cat (99.71%) ,persian_cat,291.572
/share/kbench/imagenet/tflite/persian_cat/n02123394_511.bmp,1,persian cat (98.95%) ,persian_cat,333.263
/share/kbench/imagenet/tflite/persian_cat/n02123394_1310.bmp,1,persian cat (99.91%),persian_cat,316.223
/share/kbench/imagenet/tflite/persian_cat/n02123394_513.bmp,1,persian cat (99.71%),persian_cat,299.1
/share/kbench/imagenet/tflite/persian_cat/n02123394_731.bmp,1,persian cat (99.99%),persian_cat,293.172
/share/kbench/imagenet/tflite/persian_cat/n02123394_10157.jpeg.bmp,1,persian cat (99.37%) ,persian_cat,319.654
/share/kbench/imagenet/tflite/persian_cat/n02123394_3183.bmp,1,persian cat (99.54%),persian_cat,293.739
/share/kbench/imagenet/tflite/persian_cat/n02123394_4299.bmp,1,persian cat (96.84%) ,persian_cat,311.334
/share/kbench/imagenet/tflite/persian_cat/n02123394_3179.bmp,1,persian cat (99.99%),persian_cat,293.507
/share/kbench/imagenet/tflite/persian_cat/n02123394_10136.bmp,1,persian cat (99.57%) ,persian_cat,298.969
/share/kbench/imagenet/tflite/persian_cat/n02123394_9083.bmp,1,persian cat (88.76%) ,persian_cat,338.623
/share/kbench/imagenet/tflite/persian_cat/n02123394_619.bmp,1,persian cat (99.82%),persian_cat,295.221
/share/kbench/imagenet/tflite/persian_cat/n02123394_5938.bmp,1,persian cat (99.96%),persian_cat,307.197
/share/kbench/imagenet/tflite/persian_cat/n02123394_1814.bmp,1,persian cat (99.98%),persian_cat,293.69
/share/kbench/imagenet/tflite/persian_cat/n02123394_1594.bmp,1,persian cat (99.04%) ,persian_cat,310.13
/share/kbench/imagenet/tflite/persian_cat/n02123394_6265.bmp,1,persian cat (81.29%) ,persian_cat,304.748
/share/kbench/imagenet/tflite/persian_cat/n02123394_2227.bmp,1,persian cat (99.38%) ,persian_cat,316.839
/share/kbench/imagenet/tflite/persian_cat/n02123394_7008.bmp,1,persian cat (69.93%) ,persian_cat,313.835
/share/kbench/imagenet/tflite/persian_cat/n02123394_1286.bmp,1,persian cat (96.92%) ,persian_cat,312.295
/share/kbench/imagenet/tflite/persian_cat/n02123394_5921.bmp,1,persian cat (99.79%) ,persian_cat,315.639
/share/kbench/imagenet/tflite/persian_cat/n02123394_3889.bmp,1,persian cat (99.81%),persian_cat,301.802
/share/kbench/imagenet/tflite/persian_cat/n02123394_3225.bmp,1,persian cat (46.09%) ,persian_cat,295.258
/share/kbench/imagenet/tflite/persian_cat/n02123394_2788.bmp,1,persian cat (99.87%),persian_cat,296.844
/share/kbench/imagenet/tflite/persian_cat/n02123394_8212.bmp,1,persian cat (99.62%) ,persian_cat,311.587
/share/kbench/imagenet/tflite/persian_cat/n02123394_2457.bmp,1,persian cat (99.71%) ,persian_cat,296.637
/share/kbench/imagenet/tflite/persian_cat/n02123394_4385.bmp,1,persian cat (99.99%),persian_cat,306.838
/share/kbench/imagenet/tflite/persian_cat/n02123394_2969.bmp,1,persian cat (100.00%),persian_cat,306.505
/share/kbench/imagenet/tflite/persian_cat/n02123394_4713.bmp,1,persian cat (99.97%),persian_cat,308.944
/share/kbench/imagenet/tflite/persian_cat/n02123394_1914.bmp,1,persian cat (99.65%) ,persian_cat,296.146
/share/kbench/imagenet/tflite/persian_cat/n02123394_2545.bmp,1,persian cat (99.78%),persian_cat,301.423
/share/kbench/imagenet/tflite/persian_cat/n02123394_2721.bmp,1,persian cat (85.05%) ,persian_cat,293.092
/share/kbench/imagenet/tflite/persian_cat/n02123394_240.bmp,1,persian cat (99.40%) ,persian_cat,292.989
/share/kbench/imagenet/tflite/persian_cat/n02123394_8172.bmp,1,persian cat (99.82%),persian_cat,294.907
/share/kbench/imagenet/tflite/persian_cat/n02123394_2555.bmp,1,persian cat (85.46%) ,persian_cat,316.276
/share/kbench/imagenet/tflite/persian_cat/n02123394_4712.bmp,1,persian cat (99.94%),persian_cat,301.77
/share/kbench/imagenet/tflite/persian_cat/n02123394_3014.bmp,1,persian cat (45.35%) ,persian_cat,299.285
/share/kbench/imagenet/tflite/persian_cat/n02123394_3808.bmp,1,persian cat (75.10%) ,persian_cat,297.767
/share/kbench/imagenet/tflite/persian_cat/n02123394_1307.bmp,1,persian cat (80.04%) ,persian_cat,315.819
/share/kbench/imagenet/tflite/persian_cat/n02123394_6551.bmp,1,persian cat (99.76%) ,persian_cat,296.675
/share/kbench/imagenet/tflite/persian_cat/n02123394_2131.bmp,1,persian cat (99.94%),persian_cat,328.9
/share/kbench/imagenet/tflite/persian_cat/n02123394_2562.bmp,1,persian cat (93.59%) ,persian_cat,297.086
/share/kbench/imagenet/tflite/persian_cat/n02123394_2507.bmp,1,persian cat (95.98%) ,persian_cat,299.643
/share/kbench/imagenet/tflite/persian_cat/n02123394_5407.bmp,1,persian cat (99.69%) ,persian_cat,305.131
/share/kbench/imagenet/tflite/persian_cat/n02123394_5638.bmp,1,persian cat (98.92%) ,persian_cat,332.074
/share/kbench/imagenet/tflite/persian_cat/n02123394_8696.bmp,1,persian cat (100.00%),persian_cat,293.612
/share/kbench/imagenet/tflite/persian_cat/n02123394_2554.bmp,1,persian cat (98.79%) ,persian_cat,306.521
/share/kbench/imagenet/tflite/persian_cat/n02123394_2080.bmp,1,persian cat (99.99%),persian_cat,293.446
/share/kbench/imagenet/tflite/persian_cat/n02123394_234.bmp,1,persian cat (99.73%) ,persian_cat,302.541
/share/kbench/imagenet/tflite/persian_cat/n02123394_10355.bmp,1,persian cat (99.97%),persian_cat,295.876
/share/kbench/imagenet/tflite/persian_cat/n02123394_4085.bmp,1,persian cat (99.99%),persian_cat,324.212
/share/kbench/imagenet/tflite/persian_cat/n02123394_1024.bmp,1,persian cat (100.00%),persian_cat,293.449
/share/kbench/imagenet/tflite/persian_cat/n02123394_2504.bmp,1,persian cat (99.16%) ,persian_cat,310.669
/share/kbench/imagenet/tflite/persian_cat/n02123394_169.bmp,1,persian cat (99.93%),persian_cat,322.108
/share/kbench/imagenet/tflite/persian_cat/n02123394_3307.bmp,1,persian cat (82.30%) ,persian_cat,303.452
/share/kbench/imagenet/tflite/persian_cat/n02123394_4650.bmp,1,persian cat (99.63%) ,persian_cat,311.649
/share/kbench/imagenet/tflite/persian_cat/n02123394_6875.bmp,1,persian cat (90.24%) ,persian_cat,316.703
/share/kbench/imagenet/tflite/persian_cat/n02123394_9020.bmp,1,persian cat (99.87%),persian_cat,296.933
/share/kbench/imagenet/tflite/persian_cat/n02123394_3756.bmp,1,persian cat (99.96%),persian_cat,317.486
/share/kbench/imagenet/tflite/persian_cat/n02123394_5914.bmp,1,persian cat (50.07%) ,persian_cat,299.1
/share/kbench/imagenet/tflite/persian_cat/n02123394_1333.bmp,1,persian cat (98.51%) ,persian_cat,303.233
/share/kbench/imagenet/tflite/persian_cat/n02123394_6376.bmp,1,persian cat (99.50%) ,persian_cat,315.706
/share/kbench/imagenet/tflite/persian_cat/n02123394_702.bmp,1,persian cat (99.89%),persian_cat,311.414
/share/kbench/imagenet/tflite/persian_cat/n02123394_7113.bmp,1,persian cat (99.53%) ,persian_cat,298.53
/share/kbench/imagenet/tflite/persian_cat/n02123394_8852.bmp,1,persian cat (100.00%),persian_cat,301.372
/share/kbench/imagenet/tflite/persian_cat/n02123394_2431.bmp,1,persian cat (98.75%) ,persian_cat,298.323
/share/kbench/imagenet/tflite/persian_cat/n02123394_7813.bmp,1,persian cat (100.00%),persian_cat,300.727
/share/kbench/imagenet/tflite/persian_cat/n02123394_659.bmp,1,persian cat (80.97%) ,persian_cat,308.938
/share/kbench/imagenet/tflite/persian_cat/n02123394_580.bmp,1,persian cat (99.99%),persian_cat,293.136
/share/kbench/imagenet/tflite/persian_cat/n02123394_2540.bmp,1,persian cat (99.97%),persian_cat,293.058
/share/kbench/imagenet/tflite/persian_cat/n02123394_1142.bmp,1,persian cat (100.00%),persian_cat,293.283
/share/kbench/imagenet/tflite/persian_cat/n02123394_4889.bmp,1,persian cat (70.39%) ,persian_cat,297.199
/share/kbench/imagenet/tflite/persian_cat/n02123394_6844.bmp,1,persian cat (100.00%),persian_cat,291.085
/share/kbench/imagenet/tflite/persian_cat/n02123394_2249.bmp,1,persian cat (99.58%) ,persian_cat,297.35
/share/kbench/imagenet/tflite/persian_cat/n02123394_6700.bmp,1,angora (58.57%) ,persian_cat,293.692
/share/kbench/imagenet/tflite/zebra/n02391049_5637.bmp,1,zebra (99.99%),zebra,293.618
/share/kbench/imagenet/tflite/zebra/n02391049_3031.bmp,1,zebra (99.65%) ,zebra,295.143
/share/kbench/imagenet/tflite/zebra/n02391049_1817.bmp,1,zebra (99.95%),zebra,313.01
/share/kbench/imagenet/tflite/zebra/n02391049_935.bmp,1,zebra (100.00%),zebra,315.352
/share/kbench/imagenet/tflite/zebra/n02391049_4692.bmp,1,zebra (100.00%),zebra,296.542
/share/kbench/imagenet/tflite/zebra/n02391049_2784.bmp,1,zebra (99.99%),zebra,317.809
/share/kbench/imagenet/tflite/zebra/n02391049_1135.bmp,1,park bench (17.34%) ,zebra,338.234
/share/kbench/imagenet/tflite/zebra/n02391049_7487.bmp,1,zebra (100.00%),zebra,320.942
/share/kbench/imagenet/tflite/zebra/n02391049_9964.bmp,1,zebra (100.00%),zebra,303.555
/share/kbench/imagenet/tflite/zebra/n02391049_5551.bmp,1,zebra (99.99%),zebra,299.843
/share/kbench/imagenet/tflite/zebra/n02391049_3261.bmp,1,zebra (99.84%),zebra,321.09
/share/kbench/imagenet/tflite/zebra/n02391049_5093.bmp,1,zebra (38.42%) ,zebra,331.719
/share/kbench/imagenet/tflite/zebra/n02391049_2465.bmp,1,zebra (99.99%),zebra,315.492
/share/kbench/imagenet/tflite/zebra/n02391049_77.bmp,1,zebra (99.82%) ,zebra,306.164
/share/kbench/imagenet/tflite/zebra/n02391049_2597.bmp,1,zebra (100.00%),zebra,312.794
/share/kbench/imagenet/tflite/zebra/n02391049_2157.bmp,1,zebra (100.00%),zebra,295.697
/share/kbench/imagenet/tflite/zebra/n02391049_5307.bmp,1,zebra (99.97%),zebra,311.639
/share/kbench/imagenet/tflite/zebra/n02391049_1038.bmp,1,zebra (99.22%) ,zebra,320.809
/share/kbench/imagenet/tflite/zebra/n02391049_788.bmp,1,zebra (99.91%),zebra,292.365
/share/kbench/imagenet/tflite/zebra/n02391049_3128.bmp,1,zebra (100.00%),zebra,299.033
/share/kbench/imagenet/tflite/zebra/n02391049_795.bmp,1,zebra (99.93%),zebra,294.998
/share/kbench/imagenet/tflite/zebra/n02391049_8696.bmp,1,zebra (100.00%),zebra,309.099
/share/kbench/imagenet/tflite/zebra/n02391049_1721.bmp,1,zebra (99.96%),zebra,298.853
/share/kbench/imagenet/tflite/zebra/n02391049_886.bmp,1,zebra (100.00%),zebra,295.417
/share/kbench/imagenet/tflite/zebra/n02391049_3397.bmp,1,zebra (99.95%),zebra,318.564
/share/kbench/imagenet/tflite/zebra/n02391049_6436.bmp,1,zebra (100.00%),zebra,297.02
/share/kbench/imagenet/tflite/zebra/n02391049_5344.bmp,1,zebra (95.88%) ,zebra,297.386
/share/kbench/imagenet/tflite/zebra/n02391049_9900.bmp,1,zebra (99.95%),zebra,293.587
/share/kbench/imagenet/tflite/zebra/n02391049_3220.bmp,1,zebra (99.91%),zebra,293.287
/share/kbench/imagenet/tflite/zebra/n02391049_8878.bmp,1,zebra (99.33%) ,zebra,296.819
/share/kbench/imagenet/tflite/zebra/n02391049_685.bmp,1,zebra (99.97%),zebra,295.178
/share/kbench/imagenet/tflite/zebra/n02391049_295.bmp,1,zebra (99.99%),zebra,293.785
