Kernel Name,Average Time (ms),Standard Deviation
CONV_2D,24108.194444444445,2097.032073609489
DEPTHWISE_CONV_2D,14829.00462962963,158.9562453681185
CONV_2D,16301.611111111111,755.3358687970259
DEPTHWISE_CONV_2D,7396.342592592592,93.5321455968221
CONV_2D,11234.768518518518,486.62393470084385
DEPTHWISE_CONV_2D,13277.180555555555,93.6621182746331
CONV_2D,17757.666666666668,1494.6994216601247
DEPTHWISE_CONV_2D,3839.439814814815,51.88695054638251
CONV_2D,9536.467592592593,2454.3974856302875
DEPTHWISE_CONV_2D,6584.074074074074,54.038772723628675
CONV_2D,16909.53240740741,898.4213154533185
DEPTHWISE_CONV_2D,2021.648148148148,40.50853015216873
CONV_2D,10859.833333333334,1926.7440728395202
DEPTHWISE_CONV_2D,2777.3611111111113,43.584625715559746
CONV_2D,19107.87962962963,2433.7443572861316
DEPTHWISE_CONV_2D,2770.5416666666665,34.75347204876722
CONV_2D,18158.01851851852,2399.236838468531
DEPTHWISE_CONV_2D,3186.9814814814813,102.63653792058524
CONV_2D,17829.50462962963,2211.2013472605145
DEPTHWISE_CONV_2D,3181.689814814815,36.08620193835972
CONV_2D,17758.84259259259,2214.981145568266
DEPTHWISE_CONV_2D,2787.9305555555557,36.623456757610185
CONV_2D,17676.01851851852,2195.719398188892
DEPTHWISE_CONV_2D,870.5648148148148,19.56578322260202
CONV_2D,10800.074074074075,3076.6103723744286
DEPTHWISE_CONV_2D,1480.9583333333333,23.678070902560172
CONV_2D,20234.180555555555,5817.013647704884
AVERAGE_POOL_2D,167.1898148148148,7.015596907299225
CONV_2D,10600.726851851852,1776.1849003946884
RESHAPE,2.7268518518518516,0.539565408364897
SOFTMAX,153.2314814814815,217.21874563066783
